Insurer_name,Insure_type,Year_,Policy_type,No_of_policies,No_of_persons_covered,Gross_premium
The Oriental Insurance Co. Ltd.,Public,2017-18,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,260704,8182308,22669929753.80
The Oriental Insurance Co. Ltd.,Public,2017-18,Individual Family Floater  ,706253,2473296,9247574879.30
The Oriental Insurance Co. Ltd.,Public,2017-18,Individual Other than Family Floater,355512,670262,3571326833.00
The Oriental Insurance Co. Ltd.,Public,2018-19,Government Sponsored Schemes including RSBY & PMJAY,19,20958081,1877394749.00
The Oriental Insurance Co. Ltd.,Public,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,216014,6359003,25317398662.25
The Oriental Insurance Co. Ltd.,Public,2018-19,Individual Family Floater  ,705243,2407087,9820965377.00
The Oriental Insurance Co. Ltd.,Public,2018-19,Individual Other than Family Floater,329536,601086,3461387947.00
The Oriental Insurance Co. Ltd.,Public,2019-20,Government Sponsored Schemes including RSBY,18,29178357,3562903370.00
The Oriental Insurance Co. Ltd.,Public,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,201660,6568983,29255878003.00
The Oriental Insurance Co. Ltd.,Public,2019-20,Individual Family Floater  ,696460,2345506,10202263819.00
The Oriental Insurance Co. Ltd.,Public,2019-20,Individual Other than Family Floater,306152,541162,3405243458.00
The Oriental Insurance Co. Ltd.,Public,2020-21,Government Sponsored Schemes including RSBY,42,25116956,2234318000.00
The Oriental Insurance Co. Ltd.,Public,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,194768,6935076,27994404767.00
The Oriental Insurance Co. Ltd.,Public,2020-21,Individual Family Floater  ,678941,2254837,10804510699.00
The Oriental Insurance Co. Ltd.,Public,2020-21,Individual Other than Family Floater,1557841,2498123,5563986830.00
The Oriental Insurance Co. Ltd.,Public,2021-22,Government Sponsored Schemes including RSBY,28,25775716,8226001196.00
The Oriental Insurance Co. Ltd.,Public,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,125139,10298371,40615456957.08
The Oriental Insurance Co. Ltd.,Public,2021-22,Individual Family Floater  ,634052,2065438,11084490996.00
The Oriental Insurance Co. Ltd.,Public,2021-22,Individual Other than Family Floater,346388,633618,3585993090.00
United India Insurance Co. Ltd.,Public,2013-14,Family/Floater Insurance excluding Individual Policies,328128,886000,2051500000.00
United India Insurance Co. Ltd.,Public,2013-14,Government Sponsored Schemes including RSBY,24,43004000,3548300000.00
United India Insurance Co. Ltd.,Public,2013-14,Group Insurance Schemes excluding Govt. Sponsered Schemes,137008,10598000,15331300000.00
United India Insurance Co. Ltd.,Public,2013-14,Individual Insurance excluding Family /Floater Policies,747216,2890000,5604800000.00
United India Insurance Co. Ltd.,Public,2014-15,Family/Floater Insurance excluding Individual Policies,330580,924000,2762300000.00
United India Insurance Co. Ltd.,Public,2014-15,Government Sponsored Schemes including RSBY,41,46869000,3635800000.00
United India Insurance Co. Ltd.,Public,2014-15,Group Insurance Schemes excluding Govt. Sponsored Schemes,84649,17261000,19654900000.00
United India Insurance Co. Ltd.,Public,2014-15,Individual Insurance excluding Family/ Floater Policies,767005,2973000,5648800000.00
United India Insurance Co. Ltd.,Public,2015-16,Government Sponsored Schemes including RSBY,142,79670000,4704100000.00
United India Insurance Co. Ltd.,Public,2015-16,Group Insurance Schemes excluding Govt. Sponsered Schemes,99502,19706000,27081700000.00
United India Insurance Co. Ltd.,Public,2015-16,Individual Family Floater  ,304349,1440000,3124300000.00
United India Insurance Co. Ltd.,Public,2015-16,Individual Other than Family Floater,789670,2686000,6247300000.00
United India Insurance Co. Ltd.,Public,2016-17,Government Sponsored Schemes including RSBY,49,105722000,7572400000.00
United India Insurance Co. Ltd.,Public,2016-17,Group Insurance Schemes excluding Govt. Sponsered Schemes,106525,19754000,34303200000.00
United India Insurance Co. Ltd.,Public,2016-17,Individual Family Floater  ,307744,1224000,3402000000.00
United India Insurance Co. Ltd.,Public,2016-17,Individual Other than Family Floater,746114,2898000,7057800000.00
United India Insurance Co. Ltd.,Public,2017-18,Government Sponsored Schemes including RSBY,11,99455000,7731200000.00
United India Insurance Co. Ltd.,Public,2017-18,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,147874,34724000,37610200000.00
United India Insurance Co. Ltd.,Public,2017-18,Individual Family Floater  ,322755,1222000,3794500000.00
United India Insurance Co. Ltd.,Public,2017-18,Individual Other than Family Floater,760125,2423000,6923900000.00
United India Insurance Co. Ltd.,Public,2018-19,Government Sponsored Schemes including RSBY & PMJAY,14,41267734,8620219285.00
United India Insurance Co. Ltd.,Public,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,139798,10621623,34378685638.34
United India Insurance Co. Ltd.,Public,2018-19,Individual Family Floater  ,319276,1102459,3972777129.10
United India Insurance Co. Ltd.,Public,2018-19,Individual Other than Family Floater,722979,1475845,6602221353.44
United India Insurance Co. Ltd.,Public,2019-20,Government Sponsored Schemes including RSBY,15,40669824,6308010381.00
United India Insurance Co. Ltd.,Public,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,119962,9699308,34817868399.05
United India Insurance Co. Ltd.,Public,2019-20,Individual Family Floater  ,331133,1128582,4401835785.00
United India Insurance Co. Ltd.,Public,2019-20,Individual Other than Family Floater,629565,1242054,7770004053.29
United India Insurance Co. Ltd.,Public,2020-21,Government Sponsored Schemes including RSBY,15,150612238,24670741135.00
United India Insurance Co. Ltd.,Public,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,57597,8196082,24122666935.14
United India Insurance Co. Ltd.,Public,2020-21,Individual Family Floater  ,341699,1146745,5124759256.00
United India Insurance Co. Ltd.,Public,2020-21,Individual Other than Family Floater,718893,1310183,8486486855.07
United India Insurance Co. Ltd.,Public,2021-22,Government Sponsored Schemes including RSBY,21,149481668,21054273626.00
United India Insurance Co. Ltd.,Public,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,52118,8111990,28230502768.38
United India Insurance Co. Ltd.,Public,2021-22,Individual Family Floater  ,319739,1065639,5606052642.00
United India Insurance Co. Ltd.,Public,2021-22,Individual Other than Family Floater,623366,1133403,8281623651.00
Universal Sompo General Insurance Co. Ltd.,Private,2013-14,Family/Floater Insurance excluding Individual Policies,102244,580018,347750022.00
Universal Sompo General Insurance Co. Ltd.,Private,2013-14,Group Insurance Schemes excluding Govt. Sponsered Schemes,2106,446800,484397618.00
Universal Sompo General Insurance Co. Ltd.,Private,2013-14,Individual Insurance excluding Family /Floater Policies,32694,34542,34770141.00
Universal Sompo General Insurance Co. Ltd.,Private,2014-15,Family/Floater Insurance excluding Individual Policies,158001,892045,538744350.00
Universal Sompo General Insurance Co. Ltd.,Private,2014-15,Group Insurance Schemes excluding Govt. Sponsored Schemes,3801,900388,762924504.00
Universal Sompo General Insurance Co. Ltd.,Private,2014-15,Individual Insurance excluding Family/ Floater Policies,20606,21764,25581035.00
Universal Sompo General Insurance Co. Ltd.,Private,2015-16,Group Insurance Schemes excluding Govt. Sponsered Schemes,3873,762000,718400000.00
Universal Sompo General Insurance Co. Ltd.,Private,2015-16,Individual Family Floater  ,170328,369000,615800000.00
Universal Sompo General Insurance Co. Ltd.,Private,2015-16,Individual Other than Family Floater,684,1000,1400000.00
Universal Sompo General Insurance Co. Ltd.,Private,2016-17,Group Insurance Schemes excluding Govt. Sponsered Schemes,2346,228837,300710834.00
Universal Sompo General Insurance Co. Ltd.,Private,2016-17,Individual Family Floater  ,160231,684490,605694084.00
Universal Sompo General Insurance Co. Ltd.,Private,2017-18,Government Sponsored Schemes including RSBY,0,0,0.00
Universal Sompo General Insurance Co. Ltd.,Private,2017-18,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,1566,208713,238588382.00
Universal Sompo General Insurance Co. Ltd.,Private,2017-18,Individual Family Floater  ,213223,806625,767509832.00
Universal Sompo General Insurance Co. Ltd.,Private,2017-18,Individual Other than Family Floater,0,0,0.00
Universal Sompo General Insurance Co. Ltd.,Private,2018-19,Government Sponsored Schemes including RSBY & PMJAY,0,0,0.00
Universal Sompo General Insurance Co. Ltd.,Private,2018-19,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,274,298805,409689802.00
Universal Sompo General Insurance Co. Ltd.,Private,2018-19,Individual Family Floater  ,266947,838587,938164731.00
Universal Sompo General Insurance Co. Ltd.,Private,2018-19,Individual Other than Family Floater,0,0,0.00
Universal Sompo General Insurance Co. Ltd.,Private,2019-20,Government Sponsored Schemes including RSBY,0,0,0.00
Universal Sompo General Insurance Co. Ltd.,Private,2019-20,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,232,726261,587939095.00
Universal Sompo General Insurance Co. Ltd.,Private,2019-20,Individual Family Floater  ,244739,659938,1016770076.00
Universal Sompo General Insurance Co. Ltd.,Private,2019-20,Individual Other than Family Floater,0,0,0.00
Universal Sompo General Insurance Co. Ltd.,Private,2020-21,Government Sponsored Schemes including RSBY,0,0,0.00
Universal Sompo General Insurance Co. Ltd.,Private,2020-21,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,1594,1840674,1273708175.00
Universal Sompo General Insurance Co. Ltd.,Private,2020-21,Individual Family Floater  ,273776,584648,1174573913.00
Universal Sompo General Insurance Co. Ltd.,Private,2020-21,Individual Other than Family Floater,0,0,0.00
Universal Sompo General Insurance Co. Ltd.,Private,2021-22,Government Sponsored Schemes including RSBY,0,0,0.00
Universal Sompo General Insurance Co. Ltd.,Private,2021-22,Group Insurance Schemes excluding Govt Sponsored Schemes & RSBY,10529,4703545,1322316177.00
Universal Sompo General Insurance Co. Ltd.,Private,2021-22,Individual Family Floater  ,185917,487078,1160796260.88
